"Recording","Timestamp","Duration","Speakers","Text","Tags","Comments","Reels"
"2024-07-16_p05_rushhour_with_audio.mp4","00:02:06","00:00:02","","","raised brows","",""
"2024-07-16_p05_knot_with_audio.mp4","00:02:15","00:00:01","","","chin raise, lip corners depressed, raised brows","",""
"2024-07-18_p09_knot_with_audio.mp4","00:06:54","00:00:02","","","raised brows","",""
"2024-07-18_p09_knot_with_audio.mp4","00:02:12","00:00:02","","","look away, mouth open, raised brows, talking to self","",""
"2024-07-17_p08_lego_with_audio.mp4","00:08:21","00:00:02","","","neck scratch","",""
"2024-07-17_p08_lego_with_audio.mp4","00:08:19","00:00:03","","","lip twist","",""
"2024-07-17_p08_lego_with_audio.mp4","00:06:10","00:00:06","","","flip forward","",""
"2024-07-17_p08_lego_with_audio.mp4","00:05:43","00:00:01","","","ends resting head on hand","",""
"2024-07-17_p08_lego_with_audio.mp4","00:05:30","00:00:02","","","starts resting head on hand","",""
"2024-07-17_p08_lego_with_audio.mp4","00:05:12","00:00:01","","","biting lip","",""
"2024-07-17_p08_lego_with_audio.mp4","00:04:49","00:00:04","","","lip corners depressed","",""
"2024-07-17_p08_lego_with_audio.mp4","00:04:08","00:00:01","","","touching nose","",""
"2024-07-17_p08_lego_with_audio.mp4","00:03:02","00:00:01","","","ends resting head on hand","",""
"2024-07-17_p08_lego_with_audio.mp4","00:02:17","00:00:01","","","starts resting head on hand","",""
"2024-07-17_p08_lego_with_audio.mp4","00:01:46","00:00:01","","","touching nose","",""
"2024-07-17_p08_lego_with_audio.mp4","00:01:00","00:00:01","","","lip corners depressed, lip movement","",""
"2024-07-17_p08_lego_with_audio.mp4","00:00:40","00:00:01","","","ends resting head on hand","",""
"2024-07-17_p08_lego_with_audio.mp4","00:00:34","00:00:01","","","starts resting head on hand","",""
"2024-07-15_p01_rushhour_with_audio.mp4","00:09:36","00:00:01","","","biting lip","",""
"2024-07-15_p01_rushhour_with_audio.mp4","00:09:35","00:00:01","","","head tilt","",""
"2024-07-15_p01_rushhour_with_audio.mp4","00:09:30","00:00:01","","","head tilt","",""
"2024-07-15_p01_rushhour_with_audio.mp4","00:08:50","00:00:01","","","neck scratch","",""
"2024-07-15_p01_rushhour_with_audio.mp4","00:08:37","00:00:01","","","lip purse","",""
"2024-07-15_p01_rushhour_with_audio.mp4","00:08:40","00:00:01","","","touching eye","",""
"2024-07-15_p01_rushhour_with_audio.mp4","00:05:38","00:00:01","","","forehead scratch","",""
"2024-07-15_p01_rushhour_with_audio.mp4","00:04:57","00:00:01","","","head scratch","",""
"2024-07-15_p01_rushhour_with_audio.mp4","00:03:55","00:00:04","","","rubbing hands","",""
"2024-07-15_p01_rushhour_with_audio.mp4","00:03:46","00:00:02","","","touching pieces","",""
"2024-07-15_p01_rushhour_with_audio.mp4","00:03:22","00:00:02","","","touching hair","",""
"2024-07-15_p01_rushhour_with_audio.mp4","00:02:47","00:00:01","","","blink, scrunch brows, clinch teeth","",""
"2024-07-15_p01_rushhour_with_audio.mp4","00:02:18","00:00:11","","","no movement","",""
"2024-07-15_p01_rushhour_with_audio.mp4","00:02:09","00:00:01","","","eyes widen, raised brows","",""
"2024-07-15_p01_knot_with_audio.mp4","00:08:03","00:00:01","","","clinch teeth, scrunch brows, lip corners depressed, chin tuck","",""
"2024-07-15_p01_knot_with_audio.mp4","00:07:52","00:00:01","Speaker 1","","eyes widen","",""
"2024-07-15_p01_knot_with_audio.mp4","00:07:44","00:00:01","Speaker 1","","lip corners raised","",""
"2024-07-15_p01_knot_with_audio.mp4","00:07:27","00:00:01","Speaker 1","","biting nails","",""
"2024-07-15_p01_knot_with_audio.mp4","00:07:21","00:00:01","Speaker 1","","clinch teeth, eyes widen","",""
"2024-07-15_p01_knot_with_audio.mp4","00:07:15","00:00:01","Speaker 1","","eyes widen, chin tuck, lip movement, clinch teeth","",""
"2024-07-15_p01_knot_with_audio.mp4","00:07:11","00:00:01","Speaker 1","","eyes widen","",""
"2024-07-15_p01_knot_with_audio.mp4","00:06:58","00:00:01","Speaker 1","","scrunch brows, wrinkle nose, chin tuck","",""
"2024-07-15_p01_knot_with_audio.mp4","00:06:57","00:00:01","Speaker 1","","eyes widen, lip corners raised","",""
"2024-07-15_p01_knot_with_audio.mp4","00:06:55","00:00:01","Speaker 1","","clinch teeth","",""
"2024-07-15_p01_knot_with_audio.mp4","00:06:46","00:00:01","Speaker 1","","head shake, lip purse","",""
"2024-07-15_p01_knot_with_audio.mp4","00:06:31","00:00:01","Speaker 1","","nose scratch","",""
"2024-07-15_p01_knot_with_audio.mp4","00:06:13","00:00:01","Speaker 1","","lip movement","",""
"2024-07-15_p01_knot_with_audio.mp4","00:06:07","00:00:01","Speaker 1","","clinch teeth","",""
"2024-07-15_p01_knot_with_audio.mp4","00:05:54","00:00:01","Speaker 1","","clinch teeth","",""
"2024-07-15_p01_knot_with_audio.mp4","00:05:44","00:00:01","Speaker 1","","clinch teeth, eyes widen","",""
"2024-07-15_p01_knot_with_audio.mp4","00:05:33","00:00:01","","","no movement","",""
"2024-07-15_p01_knot_with_audio.mp4","00:05:17","00:00:01","","","wrinkle nose, scrunch brows, lip movement","",""
"2024-07-15_p01_knot_with_audio.mp4","00:05:12","00:00:01","","","furrowed brows, lip movement","",""
"2024-07-15_p01_knot_with_audio.mp4","00:04:58","00:00:01","","","reposition","",""
"2024-07-15_p01_knot_with_audio.mp4","00:04:40","00:00:01","","","clinch teeth, lip movement","",""
"2024-07-15_p01_knot_with_audio.mp4","00:04:34","00:00:01","","","lip movement, eyes widen, chin tuck","",""
"2024-07-15_p01_knot_with_audio.mp4","00:04:27","00:00:01","","","touching nose","",""
"2024-07-15_p01_knot_with_audio.mp4","00:04:19","00:00:01","","","lip movement","",""
"2024-07-15_p01_knot_with_audio.mp4","00:04:10","00:00:01","","","forehead scratch, neck scratch","",""
"2024-07-15_p01_knot_with_audio.mp4","00:04:09","00:00:01","","","raised brows","",""
"2024-07-15_p01_knot_with_audio.mp4","00:04:07","00:00:01","","","lip corners depressed, furrowed brows","",""
"2024-07-15_p01_knot_with_audio.mp4","00:04:02","00:00:01","","","chin tuck, raised brows, lip movement","",""
"2024-07-15_p01_knot_with_audio.mp4","00:03:56","00:00:01","","","lip movement","",""
"2024-07-15_p01_knot_with_audio.mp4","00:03:55","00:00:01","","","head shake","",""
"2024-07-15_p01_knot_with_audio.mp4","00:03:43","00:00:01","","","lip movement","",""
"2024-07-15_p01_knot_with_audio.mp4","00:03:42","00:00:01","","","furrowed brows","",""
"2024-07-15_p01_knot_with_audio.mp4","00:03:30","00:00:01","","","lip lick","",""
"2024-07-15_p01_knot_with_audio.mp4","00:03:29","00:00:01","","","ear scratch","",""
"2024-07-15_p01_knot_with_audio.mp4","00:03:25","00:00:01","","","head tilt","",""
"2024-07-15_p01_knot_with_audio.mp4","00:03:23","00:00:01","","","head tilt","",""
"2024-07-15_p01_knot_with_audio.mp4","00:03:11","00:00:01","","","chin tuck, furrowed brows, lip movement","",""
"2024-07-15_p01_knot_with_audio.mp4","00:03:02","00:00:01","","","lip pout","",""
"2024-07-15_p01_knot_with_audio.mp4","00:02:53","00:00:01","","","lip corners depressed, nose scratch","",""
"2024-07-15_p01_knot_with_audio.mp4","00:02:49","00:00:01","","","head tilt","",""
"2024-07-15_p01_knot_with_audio.mp4","00:02:43","00:00:01","","","chin tuck, lip movement","",""
"2024-07-15_p01_knot_with_audio.mp4","00:02:33","00:00:01","","","lip purse","",""
"2024-07-15_p01_knot_with_audio.mp4","00:02:27","00:00:01","","","lip corner raise","",""
"2024-07-15_p01_knot_with_audio.mp4","00:02:21","00:00:01","","","chin tuck, lip corners depressed, furrowed brows","",""
"2024-07-15_p01_knot_with_audio.mp4","00:02:15","00:00:01","","","blink","",""
"2024-07-15_p01_knot_with_audio.mp4","00:02:14","00:00:01","","","","",""
"2024-07-15_p01_knot_with_audio.mp4","00:02:10","00:00:02","","","furrowed brows","",""
"2024-07-15_p01_knot_with_audio.mp4","00:02:07","00:00:02","","","chin tuck, eyes widen, scrunch brows, lip purse","",""
"2024-07-15_p01_knot_with_audio.mp4","00:01:49","00:00:01","","","chin tuck, furrowed brows, lip pout","",""
"2024-07-15_p01_knot_with_audio.mp4","00:01:41","00:00:01","","","posture shift","",""
"2024-07-15_p01_knot_with_audio.mp4","00:01:40","00:00:01","","","lip purse","",""
"2024-07-15_p01_knot_with_audio.mp4","00:01:27","00:00:01","","","lip movement, furrowed brows","",""
"2024-07-15_p01_knot_with_audio.mp4","00:01:21","00:00:01","","","chin tuck, lip corners depressed","",""
"2024-07-15_p01_knot_with_audio.mp4","00:01:16","00:00:01","","","wrinkle nose, chin tuck","",""
"2024-07-15_p01_knot_with_audio.mp4","00:01:14","00:00:01","","","head tilt","",""
"2024-07-15_p01_knot_with_audio.mp4","00:01:15","00:00:01","","","","",""
"2024-07-15_p01_knot_with_audio.mp4","00:01:09","00:00:01","","","head tilt","",""
"2024-07-15_p01_knot_with_audio.mp4","00:00:58","00:00:02","","","face scratch, lip purse","",""
"2024-07-15_p01_knot_with_audio.mp4","00:00:49","00:00:01","","","lip purse","",""
"2024-07-18_p10_knot_with_audio.mp4","00:06:41","00:00:01","","","flip back","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:10:13","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:10:10","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:08:47","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:08:40","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:08:38","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:08:34","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:07:36","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:07:30","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:07:02","00:00:01","","","starts resting head on hand","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:06:59","00:00:01","","","head scratch","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:06:42","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:06:30","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:06:32","00:00:01","","","","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:06:13","00:00:01","","","lean back, touching face","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:06:03","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:06:00","00:00:01","","","lip corner raise","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:05:57","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:05:44","00:00:01","","","head tilt","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:05:17","00:00:02","","","touching eye","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:05:10","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:04:57","00:00:01","","","head tilt","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:04:48","00:00:01","","","nose scratch","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:04:34","00:00:01","","","lip corner raise","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:03:02","00:00:01","","","","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:02:48","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:02:12","00:00:01","","","lip movement","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:01:53","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:01:31","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:01:23","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:01:16","00:00:01","","","lip purse","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:01:03","00:00:02","","","head tilt","",""
"2024-07-16_p06_tangrams_with_audio.mp4","00:00:48","00:00:01","","","lip purse","",""
"2024-07-18_p09_origami_with_audio.mp4","00:01:37","00:00:02","","","turning manual","",""
"2024-07-18_p10_origami_with_audio.mp4","00:02:30","00:00:01","","","head bow","",""
"2024-07-18_p10_origami_with_audio.mp4","00:02:19","00:00:02","","","lean forward","",""
"2024-07-18_p10_origami_with_audio.mp4","00:01:47","00:00:01","","","flip forward","",""
"2024-07-18_p10_rushhour_with_audio.mp4","00:09:46","00:00:01","","","","",""
"2024-07-18_p10_rushhour_with_audio.mp4","00:09:06","00:00:01","","","head bow","",""
"2024-07-18_p10_rushhour_with_audio.mp4","00:08:18","00:00:02","","","finger tapping, lip purse","",""
"2024-07-18_p10_rushhour_with_audio.mp4","00:08:16","00:00:02","","","neck scratch","",""
"2024-07-18_p10_rushhour_with_audio.mp4","00:07:23","00:00:01","","","posture reset, finger tapping, disengage","",""
"2024-07-18_p10_rushhour_with_audio.mp4","00:07:01","00:00:04","","","touching pieces","",""
"2024-07-18_p10_rushhour_with_audio.mp4","00:07:00","00:00:01","","","look away","",""
"2024-07-18_p10_rushhour_with_audio.mp4","00:06:53","00:00:01","","","nose scratch","",""
"2024-07-18_p10_rushhour_with_audio.mp4","00:06:25","00:00:02","","","touching pieces","",""
"2024-07-18_p10_rushhour_with_audio.mp4","00:06:05","00:00:02","","","touching pieces","",""
"2024-07-18_p10_rushhour_with_audio.mp4","00:04:29","00:00:03","","","touching pieces","",""
"2024-07-18_p10_rushhour_with_audio.mp4","00:02:27","00:00:01","","","touching pieces","",""
"2024-07-16_p06_lego_with_audio.mp4","00:09:27","00:00:01","","","facial twitch","",""
"2024-07-16_p06_lego_with_audio.mp4","00:09:01","00:00:01","","","lip movement, lip corner raise, lip purse","",""
"2024-07-16_p06_lego_with_audio.mp4","00:08:45","00:00:01","","","lip movement, lip purse","",""
"2024-07-16_p06_lego_with_audio.mp4","00:08:23","00:00:01","","","lip movement","",""
"2024-07-16_p06_lego_with_audio.mp4","00:08:18","00:00:01","","","lip corner raise, lip movement","",""
"2024-07-16_p06_lego_with_audio.mp4","00:07:12","00:00:01","","","","",""
"2024-07-16_p06_lego_with_audio.mp4","00:06:59","00:00:01","","","lip movement, lip purse","",""
"2024-07-16_p06_lego_with_audio.mp4","00:06:38","00:00:01","","","lip movement, lip purse","",""
"2024-07-16_p06_lego_with_audio.mp4","00:06:29","00:00:02","","","lip corner raise","",""
"2024-07-16_p06_lego_with_audio.mp4","00:06:18","00:00:01","","","lip corner raise, lip movement","",""
"2024-07-16_p06_lego_with_audio.mp4","00:06:12","00:00:02","","","lip purse, lip movement","",""
"2024-07-16_p06_lego_with_audio.mp4","00:06:06","00:00:01","","","lip corner raise","",""
"2024-07-16_p06_lego_with_audio.mp4","00:06:00","00:00:01","","","lip corner raise","",""
"2024-07-16_p06_lego_with_audio.mp4","00:05:50","00:00:01","","","lip pout","",""
"2024-07-16_p06_lego_with_audio.mp4","00:05:45","00:00:01","","","facial twitch","",""
"2024-07-16_p06_lego_with_audio.mp4","00:05:43","00:00:01","","","lip corner raise, lip narrow, lip purse, lip movement","",""
"2024-07-16_p06_lego_with_audio.mp4","00:05:40","00:00:01","","","lip corner raise","",""
"2024-07-16_p06_lego_with_audio.mp4","00:05:31","00:00:01","","","lip narrow, lip movement","",""
"2024-07-16_p06_lego_with_audio.mp4","00:05:26","00:00:01","","","lip purse","",""
"2024-07-16_p06_lego_with_audio.mp4","00:05:14","00:00:01","","","lip twist, lip movement, facial twitch","",""
"2024-07-16_p06_lego_with_audio.mp4","00:05:07","00:00:01","","","facial twitch","",""
"2024-07-16_p06_lego_with_audio.mp4","00:05:05","00:00:01","","","lip movement, lip purse","",""
"2024-07-16_p06_lego_with_audio.mp4","00:05:01","00:00:01","","","lip corner raise, lip movement","",""
"2024-07-16_p06_lego_with_audio.mp4","00:04:58","00:00:01","","","lip movement","",""
"2024-07-16_p06_lego_with_audio.mp4","00:04:54","00:00:01","","","lip purse","",""
"2024-07-16_p06_lego_with_audio.mp4","00:04:48","00:00:01","","","lip corner raise","",""
